ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0033262	regulation of nuclear cell cycle DNA replication	5/1983	14/18862	0.011346498	0.032073123	0.017935104	81620/10926/54962/11200/604	5
GO:0035791	platelet-derived growth factor receptor-beta signaling pathway	5/1983	14/18862	0.011346498	0.032073123	0.017935104	9026/6714/4035/5782/5159	5
GO:0045820	negative regulation of glycolytic process	5/1983	14/18862	0.011346498	0.032073123	0.017935104	54541/5465/9611/9759/10891	5
GO:0051645	Golgi localization	5/1983	14/18862	0.011346498	0.032073123	0.017935104	9368/11235/7534/372/57584	5
GO:0051775	response to redox state	5/1983	14/18862	0.011346498	0.032073123	0.017935104	23657/9616/51022/4862/397	5
GO:0097531	mast cell migration	5/1983	14/18862	0.011346498	0.032073123	0.017935104	5228/7422/5880/7424/3815	5
GO:1902570	protein localization to nucleolus	5/1983	14/18862	0.011346498	0.032073123	0.017935104	705/5901/7015/7486/2752	5
GO:1903025	regulation of RNA polymerase II regulatory region sequence-specific DNA binding	5/1983	14/18862	0.011346498	0.032073123	0.017935104	6872/64324/2033/7114/3976	5
GO:0045661	regulation of myoblast differentiation	11/1983	49/18862	0.011380219	0.032138335	0.01797157	6662/23236/1432/4654/150572/26287/694/4217/3606/4208/825	11
GO:0046580	negative regulation of Ras protein signal transduction	11/1983	49/18862	0.011380219	0.032138335	0.01797157	8831/27/5921/2889/3675/604/7077/54922/10253/81848/10395	11
GO:0032984	protein-containing complex disassembly	48/1983	328/18862	0.0114815	0.032409191	0.018123031	22974/54541/664/81930/92815/28977/3796/6683/6712/6599/7429/11075/65993/5756/11198/5499/1856/6455/119/54998/6710/51534/7818/6597/3480/3643/57159/10013/7471/2934/81631/2580/3799/120/6605/88/6604/2935/8321/118/6709/2059/6588/10763/6711/11213/344148/154	48
GO:0044262	cellular carbohydrate metabolic process	43/1983	288/18862	0.011582614	0.032679325	0.018274088	54541/3706/2648/11266/5499/57486/3667/7157/3952/79660/8898/2931/8871/2784/3643/5504/2875/5834/2475/4923/6714/5465/208/2103/27329/7874/150094/673/10020/2033/51744/207/2185/9611/6095/9759/5208/8864/10891/1407/8972/3101/9104	43
GO:0051966	"regulation of synaptic transmission, glutamatergic"	14/1983	69/18862	0.011588868	0.032681692	0.018275412	5270/1000/1956/3351/2915/2914/134/2912/2897/2911/5663/2185/9456/4208	14
GO:0003073	regulation of systemic arterial blood pressure	17/1983	90/18862	0.011866971	0.033434721	0.018696501	4878/2931/134/4923/354/155/7026/2697/659/2702/10391/153/2621/4311/55450/185/154	17
GO:0043470	regulation of carbohydrate catabolic process	17/1983	90/18862	0.011866971	0.033434721	0.018696501	54541/5499/957/7157/79660/2931/3643/5465/2103/5663/51341/2033/9611/9759/5208/10891/8671	17
GO:0010507	negative regulation of autophagy	16/1983	83/18862	0.011894444	0.033496486	0.01873104	90427/7157/3952/596/6048/2475/11178/10533/207/10193/6774/26191/4170/54209/54922/3162	16
GO:0009132	nucleoside diphosphate metabolic process	26/1983	156/18862	0.011949277	0.033635209	0.018808613	54541/2597/3939/5214/1739/957/955/84433/5211/3643/1740/229/5465/2103/5663/51341/2033/669/9611/953/9759/5208/260425/10891/8671/3101	26
GO:0010830	regulation of myotube differentiation	10/1983	43/18862	0.012076388	0.033977157	0.018999828	4323/57486/1432/4654/150572/596/2475/150094/10014/9759	10
GO:0021872	forebrain generation of neurons	12/1983	56/18862	0.012220431	0.034366402	0.019217492	429/2290/22809/1746/388585/2253/8828/7314/2066/1436/2624/9693	12
GO:0015813	L-glutamate transmembrane transport	7/1983	25/18862	0.012288795	0.03438242	0.019226449	23657/3766/4923/2911/5663/8864/6505	7
GO:0017145	stem cell division	7/1983	25/18862	0.012288795	0.03438242	0.019226449	3214/8202/2103/4300/26354/3815/7704	7
GO:0048143	astrocyte activation	7/1983	25/18862	0.012288795	0.03438242	0.019226449	1956/4137/5663/4035/3459/54209/3569	7
GO:0050995	negative regulation of lipid catabolic process	7/1983	25/18862	0.012288795	0.03438242	0.019226449	1149/134/238/207/5294/5140/3553	7
GO:0051350	negative regulation of lyase activity	7/1983	25/18862	0.012288795	0.03438242	0.019226449	29085/9568/3208/2912/9495/4883/1910	7
GO:0051894	positive regulation of focal adhesion assembly	7/1983	25/18862	0.012288795	0.03438242	0.019226449	7070/7422/5795/8829/9647/6385/7010	7
GO:0072202	cell differentiation involved in metanephros development	7/1983	25/18862	0.012288795	0.03438242	0.019226449	10736/6772/2668/7849/10413/3976/79633	7
GO:0097205	renal filtration	7/1983	25/18862	0.012288795	0.03438242	0.019226449	134/3675/2697/2702/10391/4162/2621	7
GO:1900120	regulation of receptor binding	7/1983	25/18862	0.012288795	0.03438242	0.019226449	4318/10856/8751/489/488/8829/23228	7
GO:1905048	regulation of metallopeptidase activity	7/1983	25/18862	0.012288795	0.03438242	0.019226449	1365/84168/4035/8434/6774/7077/7078	7
GO:1990000	amyloid fibril formation	7/1983	25/18862	0.012288795	0.03438242	0.019226449	4137/5663/2934/5204/8737/1410/948	7
GO:0001941	postsynaptic membrane organization	9/1983	37/18862	0.012578358	0.0351437	0.019652152	23657/1000/9093/23613/8326/2339/1399/2668/5764	9
GO:0010837	regulation of keratinocyte proliferation	9/1983	37/18862	0.012578358	0.0351437	0.019652152	4192/1001/8626/83481/5469/10413/5587/687/7099	9
GO:0070873	regulation of glycogen metabolic process	9/1983	37/18862	0.012578358	0.0351437	0.019652152	5499/3667/79660/2931/3643/2475/208/2103/207	9
GO:0002230	positive regulation of defense response to virus by host	8/1983	31/18862	0.012730674	0.035438014	0.019816731	6772/3320/10084/246778/3565/57506/23586/26191	8
GO:0002335	mature B cell differentiation	8/1983	31/18862	0.012730674	0.035438014	0.019816731	930/100/55846/2185/5336/23228/1880/3569	8
GO:0045761	regulation of adenylate cyclase activity	8/1983	31/18862	0.012730674	0.035438014	0.019816731	9568/3208/2912/4763/9495/7077/4883/1910	8
GO:0045907	positive regulation of vasoconstriction	8/1983	31/18862	0.012730674	0.035438014	0.019816731	952/1956/846/6915/207/2697/2702/3383	8
GO:0048147	negative regulation of fibroblast proliferation	8/1983	31/18862	0.012730674	0.035438014	0.019816731	2950/7157/581/2010/5074/4763/6497/5468	8
GO:0048741	skeletal muscle fiber development	8/1983	31/18862	0.012730674	0.035438014	0.019816731	4654/596/2876/9759/9456/5530/6497/858	8
GO:0070306	lens fiber cell differentiation	8/1983	31/18862	0.012730674	0.035438014	0.019816731	23657/7477/10152/4771/10818/161742/2247/10253	8
GO:1903146	regulation of autophagy of mitochondrion	8/1983	31/18862	0.012730674	0.035438014	0.019816731	664/2017/7157/7416/2931/10013/665/10193	8
GO:0062207	regulation of pattern recognition receptor signaling pathway	19/1983	105/18862	0.012771754	0.035504819	0.019854088	54106/9698/2099/2874/26060/6397/26191/148022/4067/7100/57162/7096/11213/409/7099/7097/7098/146722/948	19
GO:1903707	negative regulation of hemopoiesis	19/1983	105/18862	0.012771754	0.035504819	0.019854088	4192/7292/7001/1021/1493/865/3718/3565/9655/3635/5914/4067/5295/604/2624/84959/3566/7099/7098	19
GO:0046173	polyol biosynthetic process	13/1983	63/18862	0.012784088	0.035504819	0.019854088	1719/3706/8877/6697/3952/55750/51447/4923/3707/51744/2185/5336/2247	13
GO:0048662	negative regulation of smooth muscle cell proliferation	13/1983	63/18862	0.012784088	0.035504819	0.019854088	2950/5739/10891/30008/56998/3600/4208/1026/283/4883/3162/5468/9314	13
GO:1902475	L-alpha-amino acid transmembrane transport	13/1983	63/18862	0.012784088	0.035504819	0.019854088	8140/23657/5999/6520/3766/23428/56301/4923/2911/5663/8864/9056/6505	13
GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	22/1983	127/18862	0.012856648	0.035689913	0.019957591	4221/54756/3326/7157/58533/1149/7471/2734/5465/7316/1387/51341/2033/7314/3675/161742/6497/7041/1028/1030/10253/858	22
GO:0009581	detection of external stimulus	24/1983	142/18862	0.012989292	0.036041552	0.020154226	3728/5270/1000/2342/8195/5747/3673/2339/2063/5148/134/4923/10002/2779/5132/7273/7439/9397/2767/2793/2534/409/2776/3815	24
GO:1902369	negative regulation of RNA catabolic process	14/1983	70/18862	0.013123417	0.036396978	0.020352978	54888/8148/1869/10128/23367/2521/170506/1432/2668/4904/2475/1153/4615/115572	14
GO:0006942	regulation of striated muscle contraction	17/1983	91/18862	0.013204788	0.036605831	0.020469767	3728/1739/4878/6329/488/134/487/6548/6546/6547/817/287/5294/3759/9759/2702/5350	17
GO:0045104	intermediate filament cytoskeleton organization	11/1983	50/18862	0.013240268	0.036653678	0.020496523	3861/3868/9118/83481/3875/3857/667/5894/10763/1674/23336	11
GO:0045668	negative regulation of osteoblast differentiation	11/1983	50/18862	0.013240268	0.036653678	0.020496523	7291/6662/4221/1021/4077/6096/117581/9759/6497/7424/5468	11
GO:0051339	regulation of lyase activity	11/1983	50/18862	0.013240268	0.036653678	0.020496523	29085/9568/3208/4843/2912/2980/4763/9495/7077/4883/1910	11
GO:0033238	regulation of cellular amine metabolic process	15/1983	77/18862	0.013283041	0.036755228	0.020553309	1728/23657/5704/5710/5716/5713/5700/5707/3350/9861/9491/5699/3689/9056/3684	15
GO:0099111	microtubule-based transport	30/1983	188/18862	0.013342996	0.036904208	0.020636618	9368/547/117178/6683/10128/26958/8655/8409/1740/90410/9371/8636/4137/7275/5870/3799/5108/667/9531/7314/26985/57584/3916/63971/66008/8100/6103/5590/55081/361	30
GO:0061178	regulation of insulin secretion involved in cellular response to glucose stimulus	12/1983	57/18862	0.014038797	0.038810875	0.021702815	5127/29085/8655/65220/9024/4035/3799/9324/9854/7074/1080/55450	12
GO:0010226	response to lithium ion	6/1983	20/18862	0.014182589	0.039007787	0.021812927	429/999/2931/2185/113/1050	6
GO:0010310	regulation of hydrogen peroxide metabolic process	6/1983	20/18862	0.014182589	0.039007787	0.021812927	4314/7001/7755/10013/5880/2534	6
GO:0021854	hypothalamus development	6/1983	20/18862	0.014182589	0.039007787	0.021812927	5454/581/8828/7314/8648/2113	6
GO:0031498	chromatin disassembly	6/1983	20/18862	0.014182589	0.039007787	0.021812927	92815/6599/11198/6597/6605/6604	6
GO:0032891	negative regulation of organic acid transport	6/1983	20/18862	0.014182589	0.039007787	0.021812927	5999/3952/3351/134/208/207	6
GO:0032986	protein-DNA complex disassembly	6/1983	20/18862	0.014182589	0.039007787	0.021812927	92815/6599/11198/6597/6605/6604	6
GO:0034104	negative regulation of tissue remodeling	6/1983	20/18862	0.014182589	0.039007787	0.021812927	952/1445/3635/1471/84959/3569	6
GO:0043586	tongue development	6/1983	20/18862	0.014182589	0.039007787	0.021812927	3065/3229/3066/1956/54796/3815	6
GO:0090189	regulation of branching involved in ureteric bud morphogenesis	6/1983	20/18862	0.014182589	0.039007787	0.021812927	3217/6662/10736/7422/2668/7849	6
GO:2000678	negative regulation of transcription regulatory region DNA binding	6/1983	20/18862	0.014182589	0.039007787	0.021812927	4488/2623/6872/5663/7114/8864	6
GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress	10/1983	44/18862	0.014194051	0.039007787	0.021812927	11235/5478/596/8428/207/2876/4217/4170/3717/5580	10
GO:0060421	positive regulation of heart growth	10/1983	44/18862	0.014194051	0.039007787	0.021812927	891/1432/2475/10413/2066/7472/4208/2627/2247/23414	10
GO:0060711	labyrinthine layer development	10/1983	44/18862	0.014194051	0.039007787	0.021812927	10959/7477/1045/8521/207/8648/9021/7472/3726/3491	10
GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	18/1983	99/18862	0.014397882	0.03954994	0.022116096	4436/7292/3329/100/2208/3565/10666/9466/7189/2625/3606/695/5588/5590/718/3553/563/3569	18
GO:0016445	somatic diversification of immunoglobulins	13/1983	64/18862	0.014542135	0.03990986	0.022317361	9156/4436/7292/2956/3329/5423/4683/165918/9984/3565/959/9466/604	13
GO:0072089	stem cell proliferation	13/1983	64/18862	0.014542135	0.03990986	0.022317361	10736/3148/7477/7015/7471/4771/2122/10413/2697/54345/10763/7424/2247	13
GO:0006302	double-strand break repair	40/1983	268/18862	0.014554848	0.039926595	0.02232672	2305/10635/4171/7291/1111/4173/2237/4176/8438/83990/4436/11200/672/6119/4172/8914/5888/84515/4175/5885/5531/7517/5889/3148/9112/5423/7157/9656/2521/2138/4683/165918/7334/7486/84893/5893/51341/4255/85456/29935	40
GO:0030516	regulation of axon extension	17/1983	92/18862	0.014657995	0.04015479	0.022454325	8851/2017/7422/54910/10505/3897/6405/2664/3984/9175/1002/4137/5458/4035/8829/659/57556	17
GO:0032088	negative regulation of NF-kappaB transcription factor activity	17/1983	92/18862	0.014657995	0.04015479	0.022454325	3654/7001/5716/80279/54106/11124/7874/3275/91662/7114/6737/1540/4792/57162/11213/409/9314	17
GO:0045638	negative regulation of myeloid cell differentiation	17/1983	92/18862	0.014657995	0.04015479	0.022454325	54892/3276/1021/3565/3707/3635/5914/2185/6886/4067/5295/4792/2624/84959/7099/7098/7704	17
GO:0043647	inositol phosphate metabolic process	14/1983	71/18862	0.014810492	0.040554139	0.022677638	3706/8898/8871/23236/51447/4923/5330/3707/3635/51196/51744/2185/5336/2247	14
GO:0007223	"Wnt signaling pathway, calcium modulating pathway"	9/1983	38/18862	0.014983562	0.040990841	0.02292184	23236/51701/2775/5148/815/5330/5530/8322/6934	9
GO:0009595	detection of biotic stimulus	9/1983	38/18862	0.014983562	0.040990841	0.02292184	2191/5795/10392/10413/4671/7096/54209/7099/7097	9
GO:0006096	glycolytic process	20/1983	114/18862	0.015020883	0.041074323	0.022968522	54541/2597/3939/5214/957/5211/3643/229/5465/2103/5663/51341/2033/669/9611/9759/5208/10891/8671/3101	20
GO:0000338	protein deneddylation	4/1983	10/18862	0.01519841	0.041168046	0.023020931	2873/10987/8533/10920	4
GO:0000491	small nucleolar ribonucleoprotein complex assembly	4/1983	10/18862	0.01519841	0.041168046	0.023020931	8607/9326/10856/26747	4
GO:0002524	hypersensitivity	4/1983	10/18862	0.01519841	0.041168046	0.023020931	2529/2625/695/718	4
GO:0007168	receptor guanylyl cyclase signaling pathway	4/1983	10/18862	0.01519841	0.041168046	0.023020931	4878/4880/2984/4882	4
GO:0010998	regulation of translational initiation by eIF2 alpha phosphorylation	4/1983	10/18862	0.01519841	0.041168046	0.023020931	10959/27102/4690/84919	4
GO:0021561	facial nerve development	4/1983	10/18862	0.01519841	0.041168046	0.023020931	6405/3211/8828/1959	4
GO:0021610	facial nerve morphogenesis	4/1983	10/18862	0.01519841	0.041168046	0.023020931	6405/3211/8828/1959	4
GO:0032817	regulation of natural killer cell proliferation	4/1983	10/18862	0.01519841	0.041168046	0.023020931	3952/26191/3600/3606	4
GO:0033033	negative regulation of myeloid cell apoptotic process	4/1983	10/18862	0.01519841	0.041168046	0.023020931	596/2056/3707/350	4
GO:0035768	endothelial cell chemotaxis to fibroblast growth factor	4/1983	10/18862	0.01519841	0.041168046	0.023020931	2249/2260/8817/2247	4
GO:0035860	glial cell-derived neurotrophic factor receptor signaling pathway	4/1983	10/18862	0.01519841	0.041168046	0.023020931	5979/2675/2674/2625	4
GO:0045793	positive regulation of cell size	4/1983	10/18862	0.01519841	0.041168046	0.023020931	1019/3326/5979/10000	4
GO:0048715	negative regulation of oligodendrocyte differentiation	4/1983	10/18862	0.01519841	0.041168046	0.023020931	1746/11221/388585/4763	4
GO:0048755	branching morphogenesis of a nerve	4/1983	10/18862	0.01519841	0.041168046	0.023020931	53335/2045/1746/9175	4
GO:0051573	negative regulation of histone H3-K9 methylation	4/1983	10/18862	0.01519841	0.041168046	0.023020931	1789/672/1786/5079	4
GO:0070327	thyroid hormone transport	4/1983	10/18862	0.01519841	0.041168046	0.023020931	8140/23428/6567/117247	4
GO:0071670	smooth muscle cell chemotaxis	4/1983	10/18862	0.01519841	0.041168046	0.023020931	4192/2950/5159/1902	4
GO:0097050	type B pancreatic cell apoptotic process	4/1983	10/18862	0.01519841	0.041168046	0.023020931	4760/831/6934/3569	4
GO:1901725	regulation of histone deacetylase activity	4/1983	10/18862	0.01519841	0.041168046	0.023020931	7422/5927/817/5587	4
GO:1902510	regulation of apoptotic DNA fragmentation	4/1983	10/18862	0.01519841	0.041168046	0.023020931	1676/581/1149/3569	4
GO:2000544	regulation of endothelial cell chemotaxis to fibroblast growth factor	4/1983	10/18862	0.01519841	0.041168046	0.023020931	2249/2260/8817/2247	4
GO:0019674	NAD metabolic process	11/1983	51/18862	0.015321601	0.041398198	0.023149631	1728/2597/3939/5214/952/7157/5211/65220/229/669/3101	11
GO:0002026	regulation of the force of heart contraction	7/1983	26/18862	0.015324536	0.041398198	0.023149631	10539/488/6548/6546/817/153/5350	7
GO:0032104	regulation of response to extracellular stimulus	7/1983	26/18862	0.015324536	0.041398198	0.023149631	8195/8805/5469/3952/2475/5465/585	7
GO:0032107	regulation of response to nutrient levels	7/1983	26/18862	0.015324536	0.041398198	0.023149631	8195/8805/5469/3952/2475/5465/585	7
GO:0046639	negative regulation of alpha-beta T cell differentiation	7/1983	26/18862	0.015324536	0.041398198	0.023149631	7292/865/3718/3565/9655/604/3566	7
GO:0051016	barbed-end actin filament capping	7/1983	26/18862	0.015324536	0.041398198	0.023149631	7429/5756/119/2934/120/118/2059	7
GO:0007616	long-term memory	8/1983	32/18862	0.01544813	0.0415431	0.02323066	2648/6198/10636/2475/5923/5621/5590/164312	8
GO:0009954	proximal/distal pattern formation	8/1983	32/18862	0.01544813	0.0415431	0.02323066	3226/3236/8626/1746/3207/5089/388585/5087	8
GO:0042462	eye photoreceptor cell development	8/1983	32/18862	0.01544813	0.0415431	0.02323066	7070/7422/7054/10002/2779/585/6096/7068	8
GO:0048011	neurotrophin TRK receptor signaling pathway	8/1983	32/18862	0.01544813	0.0415431	0.02323066	54541/836/55816/6714/10818/4916/5894/10253	8
GO:0048333	mesodermal cell differentiation	8/1983	32/18862	0.01544813	0.0415431	0.02323066	10736/3673/3207/3690/6886/3675/2697/9314	8
GO:0051385	response to mineralocorticoid	8/1983	32/18862	0.01544813	0.0415431	0.02323066	3351/7054/6714/1446/490/1536/1026/2354	8
