source	target	w
VIM	PLA2G4A	0.00036281
VIM	CASP6	0.065877
VIM	MEN1	0.080674
VIM	KRT20	0.00011739
VIM	NEFL	0.00056136
VIM	CASP3	0.025435
VIM	RAD51	0.027824
VIM	PSMD7	0.069485
VIM	NUP85	0.0016047
VIM	NIF3L1	0.030212
VIM	ITGB4	0.10008
VIM	SETDB1	0.034075
VIM	COPS6	0.073088
VIM	CAPN1	0.013075
VIM	SERBP1	0.013135
VIM	UTP14A	0.075817
VIM	PSMA1	0.0021422
VIM	XRCC4	0.013179
VIM	PUF60	0.036096
VIM	SDCCAG3	0.02209
VIM	GOPC	0.035234
VIM	SIRT6	0.07793
VIM	ZNF384	0.038404
VIM	TUBGCP4	0.020854
VIM	GFAP	0.049025
VIM	UPP2	0.029617
VIM	HABP4	0.030819
VIM	NFATC2	0.029397
VIM	ING5	0.063049
VIM	PKN1	0.0079594
VIM	ZHX1	0.012714
VIM	MICAL1	0.065457
VIM	PPL	0.0028696
VIM	MAN2A2	0.1301
VIM	SLC27A6	0.015972
VIM	TRIOBP	0.0018162
VIM	PDLIM1	0.031743
VIM	ABLIM1	0.0080813
VIM	RAB8B	0.019671
VIM	CDH5	0.090463
VIM	FABP4	0.047608
VIM	FAM107A	0.060575
PRKG2	PTS	0.010557
PRKG2	LASP1	0.0059744
IFT57	IFT20	0.0030777
DKK3	UBQLN4	1.9188e-07
CD8A	B2M	0.016208
CD8A	HLA-E	0.034001
CD8A	PTPRC	0.13801
RHOA	CNKSR1	0.052798
RHOA	ICMT	0.0016335
RHOA	RTKN	0.021688
RHOA	PITPNM1	0.010188
RHOA	DVL2	0.010159
RHOA	DGKQ	0.060565
RHOA	KCNA2	0.013225
RHOA	DOCK7	0.0029303
RHOA	MPRIP	0.0049809
RHOA	SRGAP1	0.015113
RHOA	ARHGEF18	0.019367
RHOA	PKN1	0.0009485
RHOA	AKAP13	0.011205
RHOA	PPP1R12A	0.10678
RHOA	ARHGAP21	0.059076
RHOA	TGM2	0.24007
RHOA	PRKCZ	0.010318
RHOA	TRPC1	0.0093764
RHOA	ARHGEF3	0.0051685
RHOA	ITPR1	0.19522
RHOA	CAV1	0.054926
GATA2	HDAC3	0.032258
GATA2	AKT1	0.0018201
GATA2	ZFPM1	0.0025643
GATA2	ZBTB32	0.0015907
GATA2	HDAC5	0.029959
GATA2	RXRA	0.098896
GATA2	MAPK1	0.0040864
GATA2	SPI1	0.086212
GATA2	HHEX	0.018099
GATA2	JUN	0.073583
GATA2	ZBTB16	0.09033
DAPK1	FADD	0.022656
DAPK1	TRADD	0.0044928
DAPK1	UNC5A	0.013392
DAPK1	MAPK1	0.040624
DAPK1	TNFRSF1A	0.00024784
BIRC3	CASP3	4.9746e-05
BIRC3	DIABLO	0.017235
BIRC3	CD40	0.036392
BIRC3	MAP3K14	0.1089
BICD2	GSK3B	0.008833
IRS2	PTPRF	0.051259
IRS2	PIK3R2	0.041923
IRS2	SHC1	0.010608
IRS2	YWHAG	0.0087251
IRS2	TYK2	0.0012527
IRS2	JAK3	0.017045
IRS2	PIK3CD	0.00018163
IRS2	PTPN6	0.00085574
IRS2	IGF1R	0.041519
IRS2	FES	0.0098234
IRS2	CRK	0.0202
IRS2	PIK3R3	0.0097031
IRS2	IL4R	0.033995
IRS2	PIK3CA	0.047353
IRS2	PIK3R1	0.044773
IRS2	JAK2	0.016291
IRS2	SOCS3	0.023633
CARD8	FHL2	0.052403
CARD8	IKBKG	0.057432
CARD8	NLRP3	0.0016338
CARD8	CARD16	0.046433
CARD8	CASP1	0.050285
SLCO3A1	SLC9A3R1	0.055975
SLCO3A1	PDZD3	0.026014
TFEC	TFEB	0.026896
TFEC	MITF	0.089871
FZD5	WNT5A	0.0017752
FZD5	ROR2	0.019635
FZD5	GOPC	0.0013087
FZD5	WNT7A	0.023096
UBE2E2	CUL9	0.0027037
ZNF521	SMAD1	0.0019219
ZNF521	EBF1	0.12418
SPG20	ZFYVE9	0.00050168
SPG20	SMURF2	0.095051
SPG20	EPS15	0.14212
SPG20	TUBA1A	0.092637
BCL10	TRADD	0.031037
BCL10	AKT1	0.038039
BCL10	CARD11	0.03504
BCL10	IKBKG	0.049121
BCL10	CARD14	0.026548
BCL10	PELI2	0.0039821
BCL10	RIPK2	0.05397
BCL10	NLRC4	0.017959
BCL10	TLR4	0.016971
BCL10	SOCS3	0.012288
PLCL2	PPP1CA	0.031045
IL1R1	MYD88	0.049146
IL1R1	IL1A	0.050255
IL1R1	PIK3R1	0.0082215
IL1R1	IL1B	0.047257
ITGAM	THY1	0.00082604
ITGAM	IRAK1	0.0025329
ITGAM	AUP1	0.006867
ITGAM	CLEC4M	0.011576
ITGAM	C3	0.024588
ITGAM	PLAUR	0.089098
ITGAM	JAM3	0.0072855
ITGAM	ICAM4	0.0015259
ITGAM	ICAM1	0.048655
ITGAM	ICAM2	0.018798
C8B	CLU	0.0047387
ZBTB24	MDFI	0.0018301
CCR1	TPST1	0.00026262
CCR1	CCL26	5.1039e-06
CCR1	CREB3	0.0028579
CCR1	TPST2	0.045079
CCR1	CCL5	0.11291
CCR1	CCL2	0.11368
CCR1	CCL4	0.16671
CCR1	CCL23	0.07476
PTH1R	SLC9A3R1	0.053169
PTH1R	PTHLH	0.025852
PTH1R	ARRB1	0.13329
DLL1	POFUT1	0.018022
DLL1	NOV	0.070725
DLL1	MFNG	0.011139
ULK2	LUC7L2	0.09084
ULK2	SETDB1	0.041962
ULK2	NASP	0.0095908
RASSF1	CDC20	0.056475
RASSF1	TUBG1	0.091491
RASSF1	CNKSR1	0.045396
RASSF1	TUBB	0.028093
RASSF1	E4F1	0.0031809
RASSF1	DAXX	0.029201
RASSF1	MOAP1	0.00088949
RASSF1	RASSF5	0.010717
RASSF1	XPA	0.062441
RASSF1	MAPK8	0.057974
RASSF1	TNFRSF1A	0.075469
RASSF1	ATP2B4	0.04202
GNAI2	EYA2	0.0015215
GNAI2	EGFR	2.5973e-06
GNAI2	PTPRU	0.0071585
GNAI2	ADORA1	0.0063073
GNAI2	ADRA2A	0.0085666
GNAI2	RGS14	0.0058738
GNAI2	GPSM2	0.0051892
GNAI2	MDFI	0.0058279
GNAI2	TTC1	0.0014886
GNAI2	OPRD1	0.0028623
GNAI2	TSHR	0.0051361
GNAI2	CNR1	0.0056337
GNAI2	IGF1R	0.035356
GNAI2	CHRM1	0.033341
GNAI2	EDNRA	0.10197
GNAI2	CXCR1	0.023565
GNAI2	RGS16	9.7338e-05
GNAI2	RGS5	0.03093
GNAI2	FPR1	0.055118
GNAI2	AGTR2	0.017852
GNAI2	RGS18	0.02899
GNAI2	CXCR2	0.05263
GNAI2	CAV1	0.050099
SERPINB2	PLAU	0.0036637
SERPINB2	IRF3	0.019117
SERPINB2	RB1	0.0515
NEK3	PRLR	0.0019175
TNFAIP8L1	DVL3	0.0052536
CLK1	GOLM1	0.077669
CLK1	PRPF4	0.018791
CLK1	YWHAG	6.4531e-05
PLEK	ACVR1	0.010819
PLEK	INPP5A	0.015591
NFIA	CREBBP	0.00036926
TLR1	HSP90B1	0.0030023
TLR1	TRAP1	0.06886
TLR1	TLR10	0.056825
TLR1	TLR9	0.0033191
TLR1	TLR4	0.21576
VEPH1	SMAD1	0.030553
VEPH1	ACVR1	0.0033456
IFIT2	IFIT3	0.29453
TLE4	PAX5	0.038729
TLE4	MSX1	0.0031509
PPP1R12A	YWHAG	0.0051543
PPP1R12A	PRKG1	0.044583
PPP1R12A	MPRIP	0.0014964
PPP1R12A	ROCK2	0.068837
PPP1R12A	IL16	0.016071
PPP1R12A	DMPK	0.058923
PPP1R12A	ILK	0.017315
PPP1R12A	RHOA	0.10678
CXCR1	ADRA1A	0.003121
CXCR1	CXCL2	0.011885
CXCR1	GNAI2	0.023565
CXCR1	CXCL1	0.039649
CXCR1	CXCL5	0.0022001
CXCR1	CXCL3	0.068821
CXCR1	CXCR2	0.18465
CXCR1	PPBP	0.050525
PCSK5	ITGA6	0.063552
PCSK5	PTPRM	0.13586
ARHGEF15	ESRRG	0.018034
NRG1	EGF	0.037689
NRG1	LIMK1	0.0023851
LRRN4	MDFI	0.029867
RAB11A	STX4	0.11749
RAB11A	RAB3IL1	0.10589
RAB11A	TBXA2R	0.029976
RAB11A	CHMP1B	0.046152
RAB11A	RAB11FIP2	0.061517
RAB11A	MYO5B	0.14429
RAB11A	RAB11FIP1	0.068477
NR3C2	PIAS3	0.00012196
NR3C2	TRIM24	0.0024345
NR3C2	HSPA4	0.0013258
NR3C2	FKBP4	0.012559
NR3C2	HSP90AA1	0.032796
NR3C2	NR3C1	0.042756
NR3C2	PIAS1	0.05292
PKD2	CD2AP	0.030156
PKD2	HAX1	0.07131
PKD2	TNNI3	0.020298
PKD2	ACTN2	0.015991
PKD2	TRPC1	0.25867
TIMP2	MMP14	0.00076786
TIMP2	MMP2	0.013441
SIRPB1	TYROBP	0.12366
AKT3	TSC2	0.0051487
AKT3	PRKCZ	0.0025387
NOTCH4	MAML1	0.015798
NOTCH4	DLL4	0.046531
NOTCH4	SMAD2	0.012879
NOTCH4	MAML2	0.0080808
ARHGAP21	RHOA	0.059076
CLDN11	TSPAN4	0.012978
PPARGC1B	ESRRG	0.011184
PPARGC1B	AKT1	0.029492
PPARGC1B	HCFC1	0.01396
PPARGC1B	HNF4A	0.011505
NOV	DLL1	0.070725
NOV	GJA1	0.094248
NOV	FBLN1	0.077124
NOV	CTGF	0.13359
NOV	S100A4	0.043724
CCK	CCKAR	0.0012658
CCK	CCKBR	0.0038469
CCK	ENPEP	0.0039486
SLCO1A2	SLC9A3R1	0.06788
SLCO1A2	PDZD3	0.02845
HHEX	PSMA3	0.025897
HHEX	SOX10	0.014046
HHEX	TLE1	0.019815
HHEX	EFEMP2	0.0061311
HHEX	GATA2	0.018099
HHEX	JUN	0.042111
HHEX	GATA6	0.0091068
SEC63	SEC62	0.10732
CSRP1	ACTN1	0.00061117
CLEC4A	PTPN6	0.039663
TBX5	NKX2-5	0.0023191
RPS6KA2	MAPK1	0.011776
PLAA	HDAC6	0.046683
PLAA	PLA2G1B	0.0027964
SH3D19	ADAM12	0.047182
SH3D19	ADAM15	0.0013144
SH3D19	SH3GL1	0.0082974
SH3D19	ADAM17	0.006713
PAPSS1	PPP1R16A	0.020847
PAPSS1	UNC119	0.030897
HDAC4	MEGF10	0.00063044
HDAC4	ANKRA2	0.0010838
HDAC4	RUNX2	0.073268
HDAC4	NACC1	0.12404
HDAC4	HDAC3	0.014166
HDAC4	CBX5	0.023643
HDAC4	GCM1	0.068734
HDAC4	YWHAG	0.0095643
HDAC4	RBBP4	0.00066969
HDAC4	RUVBL2	0.027755
HDAC4	MAPK1	0.011167
HDAC4	RANBP2	0.00054188
HDAC4	MEF2C	0.057304
HDAC4	REV3L	0.064875
HDAC4	RUNX3	0.014451
HDAC4	MEF2A	0.057549
HDAC4	BCL6	0.0013892
HDAC4	ZBTB16	0.010993
GAS1	DLK1	0.031875
GAS1	BIRC2	0.0032729
TUBA1A	PLA2G7	0.011564
TUBA1A	EGFR	0.04424
TUBA1A	TUBB	0.0050908
TUBA1A	CNP	0.0034252
TUBA1A	SDC3	0.006848
TUBA1A	ARL3	0.004887
TUBA1A	PAFAH1B1	9.543e-06
TUBA1A	SPG20	0.092637
TUBA1A	MYC	0.0207
MFNG	JAG1	0.035839
MFNG	DLL1	0.011139
PPP1R15B	PPP1CA	0.11501
LCP2	BLNK	0.0033182
LCP2	SHC1	0.0052648
LCP2	WAS	0.12204
LCP2	GRAP2	0.03751
LCP2	PTPN6	0.076086
LCP2	ZAP70	0.072578
LCP2	TXK	0.075871
LCP2	NCK1	0.032231
LCP2	PLCG2	0.21225
LCP2	PAG1	0.052493
LCP2	PRAM1	0.14255
LCP2	HCK	0.20292
LCP2	ITK	0.16626
LCP2	PTPRC	0.13541
LCP2	FYN	0.069637
PPM1F	PAK1	0.23221
PPM1F	FEM1A	0.015836
UBASH3B	JAK2	0.11802
COL4A4	HABP2	0.027043
COL4A4	MMP9	0.074981
COL4A4	TGFBI	0.026246
COL4A4	SERPINE2	0.037097
COL4A4	ANTXR2	0.00016834
COL4A4	DCN	0.020957
COL4A4	CD93	0.0411
NFYB	TP53	0.0093412
NFYB	C1QBP	0.022612
NFYB	TP73	0.034501
NFYB	TBP	0.0009498
NFYB	ELF1	0.026717
NFYB	SP1	0.13629
NFYB	MYC	0.061587
WNT2	FZD9	0.038098
WNT2	SFRP1	0.0071827
RGS9	GUCY2D	0.012471
RGS16	EGFR	0.011545
RGS16	GDE1	0.013025
RGS16	SRC	0.02785
RGS16	GNA13	0.043068
RGS16	GNAI2	9.7338e-05
RGS16	GNAQ	0.0086515
NDN	ARSE	0.0020634
NDN	HIF1A	0.030021
NDN	NUBP1	0.0073524
NDN	TP53	0.015057
NDN	E2F1	0.084582
NDN	E2F4	0.097354
NDN	IL1A	0.0035343
NDN	HNRNPU	0.028482
MAPRE2	NIF3L1	0.013001
MAPRE2	CLIP1	0.0024072
MAPRE2	CLASP2	0.041523
MAPRE2	LMO2	0.11819
CDC37L1	HSP90AA1	0.015197
CDC37L1	CDC37	0.0013994
PIK3C3	YWHAG	0.0067267
MTMR9	MTMR6	0.046024
BACH2	MAFK	0.052201
CSRP2	PIAS1	0.019936
PDE5A	CASP3	0.011602
PDE5A	PRKG1	0.11393
SIGLEC5	TRIP13	0.0064169
STX12	EPB42	0.0029574
STX12	SNAP25	0.023264
STX12	HOMER1	0.011966
DNAJA1	PTTG1	0.0274
DNAJA1	LSM2	3.6776e-05
DNAJA1	SUMO4	0.028068
DNAJA1	FZR1	0.0064784
DNAJA1	CFTR	0.046712
DNAJA1	CD58	0.053619
NR4A1	HIF1A	0.00062656
NR4A1	TP53	0.029932
NR4A1	ARHGEF10L	0.0004496
NR4A1	AKT1	0.01402
NR4A1	BCL2L10	0.0027035
NR4A1	RPS6KA5	0.012946
NR4A1	MAPK1	0.00023586
NR4A1	RXRG	0.019356
NR4A1	NCOA1	0.064335
NR4A1	KAT2B	0.03045
NR4A1	BCL2A1	0.017006
CALCOCO1	NDC80	0.14432
CALCOCO1	KRT15	0.061133
CALCOCO1	CRYBA2	0.032364
CALCOCO1	CYTH3	0.00090626
CALCOCO1	CREBBP	0.0050542
CALCOCO1	CTNNBL1	0.00039713
CALCOCO1	MAPK1	0.0049255
RUNX3	HDAC1	0.02519
RUNX3	CBFB	0.028304
RUNX3	HDAC5	0.022568
RUNX3	TLE1	0.00022916
RUNX3	SMURF2	0.0005786
RUNX3	HDAC4	0.014451
MMP19	ACAN	0.007501
AREG	MMP9	0.0079373
AREG	EGFR	0.03416
AREG	UBQLN4	0.00094381
AREG	CCND3	0.029056
TPR	SHC1	0.00066514
TPR	NUP98	0.008644
TPR	MAPK1	0.096165
TEAD4	VGLL1	0.018512
TEAD4	WWTR1	0.044231
CAPN3	FLNC	0.0013532
CAPN3	DYSF	0.0037459
RCAN1	UXT	0.011267
RCAN1	GSK3B	0.0026954
RCAN1	MAP3K3	0.0026139
ARHGAP9	RBPMS	0.013125
ARHGAP9	SMAD9	0.0011045
PIK3R1	ADAM12	0.048143
PIK3R1	MST1R	0.022719
PIK3R1	TOM1L1	0.037332
PIK3R1	TUBG1	0.049925
PIK3R1	EGFR	0.0060891
PIK3R1	CD19	0.0046751
PIK3R1	PSMB5	0.069706
PIK3R1	PTK2	0.0069833
PIK3R1	NUP85	0.042374
PIK3R1	CD2AP	0.052993
PIK3R1	SHC1	0.00061625
PIK3R1	AKT1	0.00021383
PIK3R1	SLC9A2	0.0019868
PIK3R1	YWHAG	0.060593
PIK3R1	KHDRBS1	0.040432
PIK3R1	RET	2.7546e-05
PIK3R1	HGS	0.00035362
PIK3R1	TYK2	0.018131
PIK3R1	CDH2	0.0016161
PIK3R1	SRC	0.00023004
PIK3R1	JAK3	0.019311
PIK3R1	TSHR	0.0048117
PIK3R1	FCGR2A	0.0015788
PIK3R1	FGFR1	0.021356
PIK3R1	WAS	0.00027785
PIK3R1	TUB	0.036118
PIK3R1	PIK3CD	0.00023507
PIK3R1	CD40	0.0009842
PIK3R1	PTPN6	0.0028924
PIK3R1	GTF2H1	0.0023105
PIK3R1	RB1	0.0058831
PIK3R1	AXL	0.033004
PIK3R1	CD7	0.015576
PIK3R1	MAPK8	0.0036159
PIK3R1	IGF1R	0.05361
PIK3R1	FES	0.0050618
PIK3R1	CRK	0.042531
PIK3R1	NFKBIA	0.017172
PIK3R1	PIK3CA	0.0076098
PIK3R1	IL2RB	0.00051901
PIK3R1	IRS2	0.044773
PIK3R1	IL1R1	0.0082215
PIK3R1	GAB1	0.0077299
PIK3R1	JAK2	0.0124
PIK3R1	GAB2	0.036341
PIK3R1	HCK	0.01597
PIK3R1	KIT	0.017969
PIK3R1	TGFBR2	0.046383
PIK3R1	TIE1	0.041394
PIK3R1	FYN	0.086839
PIK3R1	IL7R	0.07791
PIK3R1	TEK	0.062464
PIK3R1	WASF3	0.039095
PIK3R1	PECAM1	0.065798
PIK3R1	GHR	0.031766
PIK3R1	MME	0.0096396
DDX5	TP53	0.0089278
DDX5	CREBBP	0.024676
DDX5	AKAP8	0.02051
DDX5	NDRG1	0.0047374
DDX5	NCOA1	0.1394
ITGA6	COL17A1	0.0020566
ITGA6	ITGB4	0.00075973
ITGA6	CD63	0.050402
ITGA6	PXN	0.09761
ITGA6	TSPAN4	0.00075935
ITGA6	PCSK5	0.063552
ITGA6	CD36	0.04674
TAC1	TACR1	0.0040624
DLC1	AKT1	0.0054101
NPDC1	E2F1	0.01268
NPDC1	MDFI	0.00026955
NPDC1	TFDP1	0.0072733
NPDC1	CCND3	0.030351
THBS1	COL3A1	0.00067134
THBS1	COL1A1	0.0013939
THBS1	MMP9	0.00071438
THBS1	COL5A1	0.0010045
THBS1	DHFR	0.012745
THBS1	CALR	0.024623
THBS1	COL2A1	0.0067889
THBS1	COL7A1	7.8112e-06
THBS1	LRP5	0.045808
THBS1	MMP2	0.0084021
THBS1	PDGFB	0.050491
THBS1	JAG1	0.0079126
THBS1	CD47	0.0054581
THBS1	TFPI	2.3164e-07
THBS1	DCN	0.026484
THBS1	CD36	0.021923
GAB1	MST1R	0.049401
GAB1	EGFR	0.00078848
GAB1	SHC1	0.00015546
GAB1	C1QBP	0.01036
GAB1	RET	0.031164
GAB1	GRAP2	0.00083504
GAB1	LAT2	9.1223e-05
GAB1	MAPK1	0.12131
GAB1	CRK	0.087299
GAB1	PLCG2	0.015377
GAB1	PIK3R1	0.0077299
GAB1	MAP3K3	0.0011324
SYNE1	CAPN1	0.0083736
SYNE1	EMD	0.0038166
SYNE1	LMNA	0.018749
RAP1A	HDAC1	0.062414
RAP1A	FADD	0.085555
RAP1A	SMARCA4	0.024165
RAP1A	RGS14	0.046901
RAP1A	KRIT1	0.031449
RAP1A	TCEB3	0.026324
RAP1A	RAPGEF5	0.0099581
RAP1A	RASGRP4	0.0043311
RAP1A	RAF1	0.021298
RAP1A	RASGRP2	0.065909
RAP1A	RALGDS	0.018376
RAP1A	BMX	0.02102
RAP1A	FAS	0.010121
RAP1A	RASIP1	0.15099
PPM1D	TP53	4.061e-07
HSPA2	CDK1	0.00041371
HSPA2	HSPBP1	0.026072
HSPA2	MEOX2	0.0036604
HSPA2	MAP3K3	0.0089607
NME5	DYDC1	0.11403
NES	CDK1	0.099049
NES	CDK5	0.083216
BTG1	CCNA2	0.045577
BTG1	HOXB9	0.047926
BTG1	THRA	0.0013139
BTG1	THRB	0.0011075
TGM2	ALDOA	0.039231
TGM2	CASP3	0.0025741
TGM2	TUBB	0.0097244
TGM2	EIF5A	0.00047917
TGM2	TMSB4X	0.013814
TGM2	MAP3K12	0.046198
TGM2	RELA	0.23017
TGM2	SMAD2	0.002567
TGM2	RB1	0.14027
TGM2	KPNA4	0.007339
TGM2	KPNA3	0.027479
TGM2	RHOA	0.24007
TGM2	ANXA1	0.0031572
CDK17	YWHAG	0.00043627
CDK17	TDRD7	0.027
MAP3K14	GRB14	0.011889
MAP3K14	EGFR	0.021787
MAP3K14	GRB7	0.046168
MAP3K14	TRAF5	0.0027559
MAP3K14	HSP90AA1	0.060833
MAP3K14	IKBKG	7.0684e-05
MAP3K14	EDAR	0.00041205
MAP3K14	PELI3	0.015275
MAP3K14	TRAF6	0.01265
MAP3K14	PEBP1	0.0011725
MAP3K14	IKBKAP	0.020069
MAP3K14	RIPK1	0.027292
MAP3K14	CDC37	0.0028671
MAP3K14	BIRC3	0.1089
MAP3K14	MAP3K8	0.15032
AHNAK	CDKN2A	0.032274
AHNAK	S100B	0.024154
AHNAK	XRCC4	0.0086539
AHNAK	AKT1	1.4313e-05
HLA-E	PPP1R16A	0.011582
HLA-E	B2M	0.057692
HLA-E	CD8A	0.034001
HLA-E	KLRD1	0.11483
MAP3K3	BRCA1	0.0471
MAP3K3	TRAF7	0.054516
MAP3K3	PFDN2	0.0266
MAP3K3	HSP90AA1	0.065943
MAP3K3	YWHAG	0.0070964
MAP3K3	TRAF6	0.013039
MAP3K3	RIPK1	0.0012137
MAP3K3	CDC37	0.010281
MAP3K3	NFKBIA	0.10095
MAP3K3	RCAN1	0.0026139
MAP3K3	GAB1	0.0011324
MAP3K3	HSPA2	0.0089607
MAP3K3	ZBTB16	0.078228
IL3RA	JAK2	0.034407
IL3RA	CSF2RB	0.094647
KIR2DS2	TYROBP	0.035402
CEBPB	EGFR	0.012795
CEBPB	HMGA1	0.014862
CEBPB	SMARCA4	0.0062953
CEBPB	PTGES2	0.021635
CEBPB	RUNX2	0.03398
CEBPB	HOMER3	0.0044129
CEBPB	SMARCB1	0.021173
CEBPB	CREBBP	0.0041514
CEBPB	RELA	0.052624
CEBPB	SRF	0.079969
CEBPB	HMGB1	0.00089756
CEBPB	RPS6KA5	0.017435
CEBPB	RB1	0.011854
CEBPB	SP1	0.0085536
CEBPB	ATF4	0.059879
CEBPB	NFKB1	0.12041
CEBPB	MAPK1	0.052327
CEBPB	STAT6	0.0096751
CEBPB	STAT5A	0.038271
CEBPB	SPI1	0.042788
CEBPB	NR3C1	0.029787
CEBPB	FOXO1	0.12112
CEBPB	EGR1	0.065691
CEBPB	MYC	0.14405
CEBPB	CEBPD	0.22159
BMX	PAK1	0.017931
BMX	CASP3	0.0058505
BMX	PTK2	0.0033491
BMX	SRC	0.0031691
BMX	RUFY2	0.010255
BMX	STAT5A	0.0082031
BMX	BTK	0.00048234
BMX	RAP1A	0.02102
BMX	PTPN21	0.011955
BMX	TNFRSF1B	0.014797
BMX	ITK	0.0035441
BMX	KDR	0.026247
BMX	CAV1	0.015683
DYSF	CAV3	0.024867
DYSF	ANXA2	0.028829
DYSF	CAPN3	0.0037459
DYSF	ANXA1	0.036602
RBMS1	POLA1	0.019756
PARVB	ILK	0.062006
PARVB	ARHGEF6	0.084803
PRKCB	TOP2A	0.040843
PRKCB	LMNB1	0.023393
PRKCB	MKI67	0.030832
PRKCB	EIF6	0.038128
PRKCB	GCNT1	0.0085322
PRKCB	RIPK4	0.029475
PRKCB	GRIN2D	0.0042437
PRKCB	ZMYND8	0.017329
PRKCB	CARD11	0.0093687
PRKCB	CASR	0.015002
PRKCB	YWHAG	0.01089
PRKCB	IFNAR2	0.0024916
PRKCB	DVL2	0.014238
PRKCB	PDLIM7	0.0029379
PRKCB	GAP43	0.0052485
PRKCB	MAPK6	0.030793
PRKCB	GSK3A	0.0035171
PRKCB	GRM5	0.016811
PRKCB	GRIN2B	0.00095483
PRKCB	CHAT	0.00028114
PRKCB	HABP4	0.0095657
PRKCB	PEBP1	0.011001
PRKCB	ANXA2	0.0028648
PRKCB	RB1	0.013826
PRKCB	GSK3B	0.0024378
PRKCB	PPP2CB	0.0098926
PRKCB	STXBP1	0.00036769
PRKCB	BMPR2	0.020329
PRKCB	BTK	0.17299
PRKCB	GNA13	0.031209
PRKCB	NCF1	0.092347
PRKCB	NRGN	0.014021
PRKCB	RRAD	0.022353
PRKCB	LST1	0.10636
PRKCB	KIT	0.016397
PRKCB	GJA1	0.038322
PRKCB	CSF2RB	0.11882
PRKCB	RGS2	0.070154
MEF2A	CDK5	0.092928
MEF2A	CASP3	0.015111
MEF2A	ASCL1	0.041971
MEF2A	MYOD1	0.075089
MEF2A	THRA	0.031753
MEF2A	MAPK7	0.0091063
MEF2A	HDAC5	4.1068e-05
MEF2A	SMAD2	0.063309
MEF2A	HDAC4	0.057549
THRB	TRIP13	0.0070561
THRB	MPG	0.033304
THRB	ZNHIT3	0.00090591
THRB	ACVR1	0.015215
THRB	TRIP6	0.045579
THRB	TP53	0.0066016
THRB	MECR	0.0041722
THRB	NR2F6	0.016372
THRB	PSMC5	0.026523
THRB	CAMK2B	0.066363
THRB	CTCF	0.0040599
THRB	NCOR1	0.11669
THRB	COPS2	0.042017
THRB	RXRA	0.0016321
THRB	PRMT2	0.082004
THRB	RXRG	0.0056522
THRB	NRBF2	0.035502
THRB	TRIP12	0.072659
THRB	JMJD1C	0.0058941
THRB	TRIP10	0.0012013
THRB	BTG1	0.0011075
THRB	PPARGC1A	0.11345
THRB	NCOA1	0.078397
THRB	FOXO1	0.05179
MAP4	CCNB1	0.12036
MAP4	CDK1	0.15021
MAP4	ENO2	0.0079795
MAP4	TUBB	0.018744
MAP4	RXRG	0.036764
UNC13B	SPTBN2	0.0087224
UNC13B	STX2	0.010537
JAM3	PICK1	0.11102
JAM3	ITGAX	7.6978e-06
JAM3	ITGAM	0.0072855
JAM3	TJP1	0.13588
JAM3	JAM2	0.078157
EFNB2	EPHB2	0.033875
EFNB2	GRIP1	0.014328
EFNB2	PICK1	0.0089609
EFNB2	EPHB1	7.8837e-05
EFNB2	SRC	0.0016571
EFNB2	GRM5	0.018886
EFNB2	NCK2	0.0034792
EFNB2	EPHB6	0.013468
EFNB2	RGS3	0.0144
EFNB2	HOMER1	0.00087615
EFNB2	SDCBP	6.7406e-05
EFNB2	PDZRN3	0.025272
EFNB2	PECAM1	0.03096
KIF1C	YWHAG	0.0045049
KIF1C	CSNK2A1	0.051104
KIF1C	PTPN21	0.011763
PPARGC1A	ESRRG	0.0057615
PPARGC1A	ESRRA	0.042621
PPARGC1A	HCFC1	0.026246
PPARGC1A	NR1I2	0.01534
PPARGC1A	HNF4A	0.022606
PPARGC1A	UBC	0.012486
PPARGC1A	GSK3B	0.032356
PPARGC1A	RXRA	0.012268
PPARGC1A	SIRT1	0.043445
PPARGC1A	NR3C1	0.057247
PPARGC1A	THRB	0.11345
PPARGC1A	NCOA1	0.10777
PPARGC1A	PPARG	0.059935
NFE2	CREBBP	0.0044049
NFE2	WWP1	0.0027684
NFE2	MAFK	0.018288
NFE2	NEDD4	0.031302
NFE2	MAFF	0.044147
F10	HIST1H1C	0.02804
F10	GGCX	0.046914
F10	SERPINA5	0.00052841
F10	F7	0.043717
F10	TFPI	0.017255
F10	F3	0.094542
F10	F8	0.15659
F10	PROS1	0.15273
PITPNM2	CPNE4	0.052075
PITPNM2	CPNE1	0.0038841
HIF3A	EGLN3	0.085616
HIF3A	HIF1A	0.085717
PAG1	SLC9A3R1	0.093577
PAG1	GLS2	0.01847
PAG1	SHC1	0.030679
PAG1	PTPN6	0.0044919
PAG1	ZAP70	0.016425
PAG1	LCP2	0.052493
PAG1	FYN	0.025655
SPRY4	RAF1	0.013438
NEDD9	CDH1	0.039958
NEDD9	SMAD1	0.024411
NEDD9	PTK2	0.00044957
NEDD9	TRIP6	0.017754
NEDD9	TCF3	0.0059295
NEDD9	ELSPBP1	0.0032046
NEDD9	CHAT	0.0008708
NEDD9	SMAD2	0.0013769
NEDD9	MICAL1	0.040829
NEDD9	CRK	0.0015344
NEDD9	PXN	0.0046119
NEDD9	NCK1	0.0013284
NEDD9	BCAR3	0.0026617
NEDD9	RAPGEF1	0.0094211
