gene	p
B3GLCT	3.85e-07
LILRB3	7.11e-06
ZNF540	2.15e-08
CLEC4D	2.77e-06
SUMF1	1.88e-06
TADA2B	5.71e-12
pik3ap1	0.00048828
CNOT8	0.0002662
ADAMTSL2	5.87e-08
Znf763	8.33e-09
NYNRIN	0.0010726
ZNF44	7.36e-11
PEA15	1.07e-05
JMJD1C	3.54e-08
SLC25A3	6.64e-13
NFAT5	9.61e-05
ZNF264	1.43e-06
MFSD1	3.49e-06
ADH5	9.08e-07
PLEKHA1	0.0010747
SEC62	8.67e-10
ZNF34	5.03e-06
PRIMPOL	3.89e-05
ZC3H13	2.08e-11
ZNF23	0.0003761
BATF2	0.0057882
WIPF1	0.0003915
BBS2	2.4e-06
USP3	2.66e-11
MKNK2	1.19e-05
NUDT16	6.28e-09
PENK	0.0058373
ATAD1	1.25e-06
RTN4RL1	7.83e-06
AGRP	2e-10
POLR3GL	9.98e-07
Trdv3	4.94e-05
MAPK10	1.98e-12
CAPZA2	3.51e-08
POLR2L	1.77e-08
ADCY9	1.47e-10
SLC38A5	0.0043308
SAV1	7.98e-09
OSBPL1A	3.94e-06
MYRIP	1.79e-09
Hsbp1l1	8.45e-06
MGRN1	5.02e-06
ACOT9	3.94e-07
ZNF502	4.41e-07
HLA-G	4.31e-05
TNFRSF1A	1.66e-05
RHOQ	1.21e-08
SGCD	3.25e-08
MFSD6	0.00074139
ECHDC1	1.29e-05
PEF1	6.09e-08
TRIM52	1.57e-06
CDC42EP3	0.00062586
PTEN	5.55e-10
TRIM35	1.97e-09
SPOPL	2e-06
MBNL1	6.3e-10
TMSB4X	4.44e-17
DOK4	3.18e-07
RAPGEF3	3.58e-18
UTY	3.58e-07
GBGT1	1.1e-05
SAT1	3.72e-07
HDAC4	1.88e-06
ACSL3	2.85e-05
CFAP53	0.0015795
MAN2B1	5.61e-05
PARVB	4.15e-07
ITPR2	1.4e-05
SLC44A3	0.010175
AGO3	4.42e-10
PTPRD	1.41e-05
PIM1	9.69e-05
PACRG	0.00068367
slc26a6	5.33e-06
MYO1C	2.21e-08
MINOS1	5.23e-11
PPP2CB	3.62e-11
PAN3	2.12e-09
TMBIM4	4.08e-13
NFYB	5.93e-08
LRCH1	2.21e-10
MFHAS1	0.00034788
CTNNA1	1.63e-09
ERAP2	0.047487
TSPAN31	5.7e-08
SLC9A9	8.05e-07
PSAP	5.72e-06
fam160a2	3.6e-11
APC	1.97e-11
UBXN8	8.99e-06
PID1	2.37e-12
ING3	5.16e-15
PGM5	1.1e-10
MOGAT1	8.11e-06
CCNH	3.79e-08
SUCLG2	9.88e-05
TNFAIP1	1.43e-06
DNAH9	0.00018721
AOAH	0.0047017
PHYKPL	1.1e-14
HEYL	9.67e-10
ARRDC2	1.24e-05
PDE4DIP	1.48e-11
AHNAK	3.5e-11
IL10RB	4.31e-08
ARF1	4.76e-07
NR5A2	1.02e-08
TJP2	3.04e-10
FLT3LG	6e-08
PBX3	0.0002274
RHOA	1.17e-07
FNBP1	1.48e-07
SIGLEC5	1.07e-05
SLC31A1	2.41e-07
UIMC1	2.41e-10
RSPH4A	1.35e-07
MAGI1	9.62e-18
HAGH	7.31e-10
PLAUR	0.012771
IFITM3	8.19e-05
DENND1C	1.42e-05
RFX2	2.37e-07
BAZ2B	4.73e-07
CAST	2.91e-09
TMEM167B	2.84e-12
HOMER1	0.00051458
HGF	9.46e-07
DECR1	1.14e-09
CNBP	3.78e-14
ORAI1	3.63e-06
MYOF	0.0026995
FPR3	0.015345
TMED5	3.75e-16
TINF2	7.83e-14
CD48	0.00031171
TMOD2	2.94e-11
PIM3	4.71e-06
SCNN1G	2.25e-06
RBM7	1.98e-09
KLF8	1.59e-07
BCL2L2	5.81e-12
IFNAR1	5.91e-11
rps23	1.27e-07
zrsr2	6.7e-09
GALNT5	9.2e-07
LAT	1.89e-05
FGF18	3.89e-13
EIF4EBP2	1.15e-20
PRNP	0.0010301
IP6K1	2.9e-13
LUM	0.0020513
KCNE1	5.48e-06
ZNF266	6.67e-07
RASAL3	2.79e-05
CLIP4	0.00010208
LILRA3	9.06e-05
HSPB7	7.81e-18
EPM2AIP1	1.57e-08
TRIP12	4.48e-11
MAP1LC3A	2.2e-06
ZHX3	2.05e-15
TP53BP2	4.5e-06
DRC1	0.00040832
SEC31B	1.96e-08
VPS13D	3.18e-19
ZBTB43	7.85e-09
FOXO3	2.93e-07
CXCR1	5.77e-08
IRF2	6.2e-06
ARMC2	5.12e-08
RGL2	4.57e-09
TOR1AIP1	9.13e-11
UBR1	3.24e-08
FGF9	0.0016144
ctsl	0.00034999
SLC25A4	3.93e-16
ZNF439	8.32e-05
PTGIR	4.78e-15
GPC5	0.0012522
MAGEH1	2.13e-07
NUDT9	9.99e-09
TNFRSF10C	1.25e-08
NOD1	6.33e-07
USP13	8.44e-06
TSHZ3	0.00045
CNTN4	5.37e-05
MID2	1.81e-09
RPS27	3.87e-09
IL12A	2.19e-11
HACE1	7.91e-05
BTBD3	0.0018903
MAP3K5	4.79e-07
PTPN22	4.21e-07
TSHZ1	0.00021806
GLUD1	7.49e-06
PPP1R12B	3.59e-12
H2AFJ	1.11e-09
MVB12B	1.6e-15
PODN	9.87e-10
TK2	2.1e-15
LCAT	8.49e-17
TLE4	6.29e-16
PTPMT1	3.4e-10
POR	6.97e-05
ROBO3	2.07e-08
DHX58	8.35e-11
KLHL15	2.51e-05
PPP2R5A	2.87e-18
PIBF1	2.07e-05
rin3	5.33e-16
GLS	1.96e-06
PAPD5	2.53e-08
ERCC5	1.88e-07
ZFP92	3.59e-10
ARHGAP45	4.08e-11
ENKUR	0.00020392
MAMLD1	0.0005573
MSX1	2.24e-05
DNAJC27	3.85e-12
PLK3	1.49e-08
SNX1	1.22e-14
RELL1	2.77e-15
bri3	6.68e-13
LAMP1	2.62e-12
NR1H2	1.3e-05
ST8SIA4	0.00025096
UBXN10	1.74e-05
HTT	8.62e-14
gaa	2.85e-05
CCNYL1	6.4e-07
TRIM44	2.12e-15
ZNF431	4.13e-06
RNF11	1.16e-07
EID1	1.26e-07
ADCY6	4.5e-08
FDX1	7.7e-10
ARHGEF28	3.11e-05
IGFBP7	2.7e-06
FTO	4.52e-10
AIF1L	6.52e-06
RAPGEF6	4.63e-09
HYI	1.08e-10
ZMYND10	0.00017108
SIGLEC16	9.23e-10
S100A6	0.00022585
KMT2E	2.11e-09
TMEM43	4.6e-10
FREM1	2.17e-13
LRRC4C	7.46e-15
SYK	2.25e-05
TICAM1	7.98e-07
DNAJA1	6.47e-07
RAB21	1.14e-14
PKN3	2.19e-05
PPP1R10	2.31e-07
SP100	7.27e-10
HBM	2.15e-08
DENND6A	3.29e-10
CCND1	0.027936
RAB28	5.45e-16
KCNK5	0.0038241
SSPN	7.41e-05
PTPRE	3.18e-13
PLA2G5	3.65e-11
GCH1	0.0035883
PPM1F	1.74e-13
UPP1	0.0036688
PFKFB3	0.00061782
SPA17	0.0054071
ANXA2	2.42e-07
MAPRE2	1.02e-10
GPBP1	1.06e-12
CD200	0.0033193
TPST2	2.28e-06
nat1	0.0026292
NABP1	0.0019536
SEC24B	1.74e-08
APBB1	2.74e-10
ZNF438	2.34e-17
pcsk2	0.025794
AMIGO2	0.038918
CDH11	0.00041934
RPS6KA5	6.29e-08
ACOT4	2.43e-05
RAVER2	4.39e-11
EFHD1	0.014473
c10orf76	2.33e-15
MICAL2	8.26e-07
SLC27A1	3.7e-09
HIVEP3	3.91e-15
MPZL2	0.0025826
MID1	0.00016452
RBL2	1.79e-10
EPC1	6.79e-16
CTIF	1.44e-12
CD2	0.025555
STAM	6.48e-09
AATK	1.58e-12
EXT1	2.22e-05
GRK3	3.03e-08
CYB5B	8.24e-12
VAPA	2.75e-16
USP25	6.79e-13
ATP8B4	2.54e-05
TMEM110	1.19e-14
RNF135	1.82e-05
SLC17A5	7.26e-09
PINK1	1.29e-12
ADH1A	1.48e-12
DAAM1	8.41e-07
AGO4	1.22e-23
ANO6	6.32e-20
DHX29	2.08e-11
RRAGA	8.04e-13
BCO2	1.14e-09
STX2	1.05e-14
PRPF38A	2.88e-10
ETFDH	2.69e-08
PRKG1	6.22e-15
PCDHB4	5.7e-10
PDSS2	8.32e-09
CD47	5.2e-08
CUL3	2.85e-16
DNAJB14	2.58e-08
RAB5B	3.57e-06
KIF17	1.07e-13
ACSF2	0.00022456
TACC2	7.2e-07
FAM171A1	0.00059546
NIPAL3	4.96e-15
GPR20	4.5e-11
C17orf97	0.00012625
CORO1C	6.54e-07
GZMB	0.03281
SMARCA2	1.75e-11
SECISBP2	5.15e-10
SRSF5	4.22e-14
TMEM98	0.00022092
GNA11	3.01e-11
LITAF	7.42e-08
TEX2	5.91e-10
GLTSCR1L	5.64e-11
CD40	6.53e-08
DUSP5	0.011228
APLNR	0.00036498
KLF11	1.18e-11
GPC4	0.0011299
BCAR3	0.00011661
KIF13A	4.4e-12
PYROXD1	1.93e-07
MPHOSPH8	2.37e-14
POLK	1.34e-09
CRYZL1	1.01e-13
FCGR2A	2.5e-09
MOSPD2	7.9e-09
GBP2	0.0021462
SIRPB1	7.08e-18
NFATC2	4.31e-09
TNFAIP8L3	3.1e-11
CDH19	1.32e-17
ST8SIA1	1.6e-09
ZBTB47	1.28e-22
LMBRD1	1.38e-17
DGKD	1.41e-06
FLT4	4.37e-10
RDX	4.92e-07
SIK3	1.18e-16
EZR	0.00022684
ZDHHC3	1.84e-10
KDSR	1.64e-09
CDK17	3.78e-09
VAMP5	6.4e-08
FBXL3	2.75e-17
MANBA	7.67e-07
ARHGAP17	2.87e-09
FCHO2	1.08e-05
PSMB10	3.44e-05
LPIN2	0.00047264
MTMR10	1.06e-24
FEM1C	3.91e-05
ZDHHC7	2.04e-10
TBC1D24	6.03e-06
C8orf88	7.58e-05
VPS36	2.89e-23
PJA2	6.06e-10
LAP3	1.16e-05
MT1G	6.02e-06
AKTIP	4.62e-08
MGAT1	2.36e-09
ZNF329	6.87e-06
HOPX	0.00031645
cass4	1.17e-18
MAK	1.45e-12
c19orf66	3.66e-12
SNAP23	7.22e-05
ADD1	1.08e-17
ST3GAL6	3.73e-15
HLA-C	1.39e-09
FOXO1	4.34e-09
GABPB2	1.33e-07
RBPMS2	6.22e-07
CSGALNACT2	3.11e-09
LCA5L	3.78e-09
RGS19	3.3e-10
RYBP	3.43e-13
WDR78	1.27e-05
USP38	4.05e-10
AQR	1.39e-16
ST3GAL1	2.59e-07
TMEM64	4.62e-06
LEPROT	1.62e-16
ASAP3	2.66e-14
ASGR1	5.38e-07
WHAMM	2.97e-08
MSRA	4.99e-20
TEKT3	4.52e-09
RBM4	2.96e-05
SPIRE1	5.03e-06
ATOH8	9.15e-09
ENOSF1	5.14e-08
STX7	3.13e-16
RNF10	1.31e-18
PPP1R9A	5.77e-05
N4BP1	2.77e-16
TMEM87A	6.02e-23
SLC5A9	1.09e-11
KIAA0141	2.01e-22
NOTCH2	1.58e-11
AKNA	6.86e-15
FBXO8	3.21e-09
CCDC114	0.00073867
btg3	5.45e-09
CALCOCO2	5.58e-18
NPR2	2.85e-14
cds1	8.33e-06
NFATC3	1.15e-20
CHD1	9.73e-08
SPTAN1	4.18e-16
TMEM109	4.07e-14
CLEC4E	1.28e-07
sorbs1	4.94e-15
EPS8	5.91e-05
WNT2B	2.37e-07
ACAA1	7.48e-12
RTN4	9.38e-15
PALM	8.17e-09
EHD4	9.22e-21
TBX5	6.11e-15
NUP58	2.66e-09
CGRRF1	4.44e-09
IFI44	0.0012633
AMOTL1	7.07e-15
AKAP7	1.01e-16
SLC25A46	3.25e-08
IL16	2.83e-09
MAP4	9.38e-16
FAM129B	7.57e-10
TRIM21	9.77e-10
NUMB	2.96e-06
ICOS	0.00016973
RAF1	8.52e-18
CCL13	0.00042626
SPAG9	3.83e-09
PGM1	6.95e-09
STON1	2.95e-10
LAT2	9.12e-16
NSRP1	1.35e-14
cxorf57	1.33e-08
CLEC12A	3.15e-15
PHYH	3.05e-06
RIOK2	1.04e-14
RASSF5	1.5e-06
VIP	1.17e-18
AAMDC	1.17e-12
EFHB	5.11e-08
SPG20	2.7e-23
KIF26A	3.82e-08
SLC6A13	6.45e-13
MAP3K3	5.94e-18
AZI2	4.56e-15
TNFRSF10D	3.19e-07
PPP3CA	1.04e-09
COL4A3BP	3.38e-12
YAP1	5.54e-05
TDRP	6.78e-08
PGRMC2	1.15e-10
HS3ST2	0.012046
USP8	2.65e-18
PFKFB2	9.94e-19
TEKT2	0.00010462
IRX3	0.010105
TSLP	0.0040616
CLK1	2.87e-06
HAS3	0.00023096
CSGALNACT1	9.64e-07
LHFPL2	6.05e-06
HERC5	0.00040281
RIMKLB	3.42e-05
LSS	2.2e-12
ERP44	2.01e-17
ZC3H14	6.89e-11
ITGA4	0.00099212
IFI44L	0.026588
itga7	1.45e-08
ITGAX	5.51e-16
ROPN1L	1.38e-06
MAGI3	1.98e-14
CLK4	7.01e-12
PTN	0.005515
DMXL1	2.12e-11
MYLK	2.02e-21
RPL36A	2.85e-16
MPP5	7.21e-09
ZRANB1	4.74e-14
FYCO1	4.27e-19
c12orf49	1.75e-13
SHROOM2	0.00011084
THBS1	0.00032422
CALM1	0.00065401
FAM179B	8.99e-08
RPS27L	6.16e-09
PHKB	3.12e-10
UVRAG	6.34e-11
B3GALT2	0.00033489
TBCEL	3.76e-13
CD1E	4.76e-07
ALPK3	0.0017418
LTBP4	1.75e-11
SYT15	3.12e-19
PARP4	2.3e-09
NLRP1	5e-16
RASSF1	3.45e-11
il11ra	4.81e-21
EXOC6	1.17e-12
NAP1L3	0.0022397
DPH3	5.2e-11
ALS2CL	6.07e-13
ASB9	4.69e-07
CLDN23	8.1e-08
IDI1	2.43e-09
ERBB4	1.81e-19
PRMT9	2.96e-09
PNRC2	9.11e-10
RIMS3	1.25e-11
PTCHD1	6.81e-09
RNF13	1.82e-15
MAP1LC3C	1.49e-08
CKB	0.0012647
RWDD1	3.5e-14
TNFSF14	5.04e-12
MARCH1	0.00011577
MOB1B	1.13e-08
TPPP	1.56e-16
GPER1	1.17e-07
RIPK1	3.07e-14
CRTC3	4.48e-20
SPATA6	3.39e-15
CNTRL	1.21e-10
CLCN6	5.91e-14
ARL6	7.92e-09
CTTNBP2NL	6.39e-11
VILL	3.86e-06
TTC7A	3.1e-20
ST5	1.08e-07
JCHAIN	0.021563
lgals9	6.87e-06
IL20RA	2.38e-07
TNFRSF14	2.99e-11
CST3	3.66e-12
HSD17B4	4.21e-24
TRIM56	9.56e-09
NECAB1	4.53e-14
RAPGEF1	3.73e-15
ADAMTS3	3e-05
GABRB2	4.69e-06
TTC39B	4.39e-10
PAPSS1	1.4e-10
GZMA	0.020856
CCNL1	5.51e-09
WTIP	4.62e-10
APLP2	2.44e-08
CFAP206	0.00021589
TNIP1	3.29e-21
ZFY	3.33e-08
CRISPLD2	2.5e-10
LIPH	6.89e-05
ATP2C2	2.88e-09
MSN	9.37e-23
zbtb34	4.71e-09
B3GNT8	3.82e-08
SCARA3	3.76e-11
PER2	1.08e-11
SENP6	7.58e-15
TPRG1L	1.25e-12
SEPT11	1.49e-11
ITM2B	6.26e-16
ZNF677	1.21e-11
THSD7A	3.56e-05
POMGNT2	4.33e-09
GNL3	2.07e-12
LRG1	3.34e-05
HOXA4	2.15e-07
BAG1	2.34e-08
PTPN21	5.93e-13
DOK6	1.03e-05
RAB33B	1.29e-10
PCTP	8.52e-07
ITSN2	2.63e-21
LGALS3	1.34e-07
IER5	1.33e-05
HLA-B	2.07e-07
IFI27	0.0010316
TAOK3	1.43e-20
NDFIP1	2.59e-14
PHEX	1.71e-07
nfic	1.12e-07
TNFSF13B	0.0014797
MCL1	2.39e-08
ECHDC2	5.37e-09
ZFP36L2	1.33e-08
HRH1	2.66e-06
HIVEP2	1.01e-09
ILK	7.53e-15
ADGRG6	2.02e-07
PRKCB	2.13e-13
FMNL3	3.58e-15
IL2RB	0.00014818
LINC00961	6.76e-18
GNAI2	3.75e-08
MKNK1	1.32e-12
PSMC2	2.72e-10
RNASE6	0.0012429
SNX14	3.57e-09
BBS12	2.16e-06
CRK	4.59e-15
RASGRP2	2.39e-20
CFAP69	6.26e-09
ERMAP	3.93e-11
XAF1	1.98e-05
TST	4.56e-07
SIK2	3.2e-15
ceacam8	1.09e-05
ADGRB3	1.58e-19
FGD3	2.39e-14
PSMA5	3e-11
FTH1	1.21e-14
INO80	1.22e-20
PPM1D	1.84e-11
SRGAP2C	1.17e-05
PPARGC1B	1.08e-14
CSF1R	3.08e-05
DDO	2.8e-16
DHRS3	2.96e-08
ENPEP	0.00045209
ripk3	2.69e-13
SHANK2	9.38e-15
CIPC	2.23e-10
IL32	0.001135
HOXD1	2.23e-08
KCNS3	0.00066172
PDGFA	4.13e-07
CYP39A1	2.06e-09
CSPG4	8.17e-10
CCR5	0.00069392
CAPN2	5.05e-12
NFATC1	8.17e-12
GRAMD1C	5.09e-05
PLPP1	1.24e-08
FBXW4	3.8e-13
ANKRD1	3.86e-09
ISCU	1.44e-20
CMTM8	5.8e-05
VAMP8	8.99e-08
ETF1	1.91e-18
COL13A1	9.93e-19
SRI	1.03e-09
dock10	1.11e-09
TSC22D3	2.32e-05
POLI	2.69e-07
CD53	1.4e-07
BTC	2.61e-09
MAP7D1	4.64e-10
RGS3	3.2e-13
ARHGEF17	3.69e-16
ITGBL1	0.0017077
ESYT1	8.75e-18
DCUN1D5	3.13e-11
CHN1	4.26e-06
RUFY3	2.4e-15
PLA2G4F	1.01e-18
FUT1	3.92e-07
CLN5	2.73e-11
SIRPA	5.61e-11
DNAI2	2.75e-06
SUN2	6.06e-18
CYLD	1.31e-15
LRRC6	3.88e-07
IDO1	0.025088
DCP1A	4.12e-17
GAS2L1	3.63e-09
RGS13	7.31e-16
GEM	0.0026184
MECP2	2.97e-15
TRIL	2.53e-05
CYTIP	0.0012629
KLF13	3.94e-11
MATN3	7.53e-07
LIG4	1.09e-10
CHKB	1.46e-17
ITGA3	0.00054868
BATF3	5.08e-06
SLC40A1	3.98e-08
CCR2	4.51e-05
HLA-DQB2	0.007762
COL4A3	1.65e-10
TSPAN14	9.53e-14
CAPS	0.0010858
CETP	5.87e-09
CD300C	1.13e-14
LACTB	1.16e-07
SH3RF1	9.61e-08
WBP4	6.99e-11
pitpna	1.03e-21
C11orf63	1.76e-15
KCTD10	5.02e-22
ABHD14B	3.7e-08
PBX1	9.57e-06
Mt1f	0.00012062
IDNK	3.85e-15
SLC2A6	3.18e-07
SERINC5	3.79e-09
PPP2CA	2.3e-19
SCUBE2	8.71e-05
PCSK9	1.26e-06
TNFSF15	5.25e-06
MYOZ1	3.61e-14
RHOG	5.68e-11
SARAF	1.94e-15
SERPINA3	0.030958
MRVI1	1.45e-05
PTGS1	8.04e-09
PRSS8	0.0046713
ZDHHC11	5.87e-10
MEF2A	9.76e-17
MOAP1	7.04e-12
MRAS	2.09e-13
HLA-F	5.18e-08
ZBTB8A	1.37e-06
NXN	5.12e-06
P2RX1	1.72e-18
CD44	2.54e-07
MTUS1	9.06e-06
SP110	4.61e-11
IFIT2	1.85e-05
IFITM2	1.45e-07
CCL21	0.003966
SLN	0.00028298
HEATR5B	5.24e-14
SLTM	2.28e-16
UACA	1.64e-16
HMBOX1	3.57e-14
CHP1	7.43e-16
RUNX1T1	4.31e-16
YPEL5	1.19e-19
ATF3	0.00010006
DOK3	2.93e-11
METAP2	1.49e-12
snca	9.04e-13
SLC43A2	7.28e-13
RHOU	8.18e-05
gk	5.9e-08
apln	0.00012957
HIP1	3.94e-13
rilp	3.61e-23
CCL5	0.0033401
KPNA5	7.14e-11
CREM	3.49e-06
GNGT2	7.95e-16
DCHS1	5.03e-09
TRIP10	5.05e-09
AXL	2.89e-12
CWC25	1.07e-18
TRIOBP	5.41e-22
RUNX3	5.26e-08
ABCA9	1.22e-18
TDRD7	6.28e-12
FBXO15	0.00048484
ETFRF1	1.29e-12
CCDC3	3.13e-05
TBC1D15	4.32e-23
HEXB	1.71e-10
MAPKAPK3	7.85e-14
PTPRN2	4.9e-07
LILRB5	1.08e-06
ALCAM	0.00014162
ACOX2	1.45e-05
LYN	1.18e-06
CYTL1	0.0038434
CTSD	8.25e-06
CLEC7A	2.48e-13
CARD8	7.2e-20
GALC	8.86e-12
ASRGL1	5.34e-05
CD1D	7.68e-07
VAV1	3.37e-08
ATXN1L	1.87e-19
CHSY1	1.14e-08
GPSM3	3.04e-11
CAPG	2.63e-05
PNMA2	1.61e-07
OPTN	2.85e-10
FLNA	1.15e-07
ARAP1	5.2e-20
RBP2	9.32e-13
AMT	1.82e-11
WWTR1	1.91e-09
PIH1D3	7.29e-05
TNNI2	5.73e-12
ZNF662	1.71e-08
HMGCR	1.91e-08
VPS37B	1.61e-08
KIAA0355	4.22e-12
MT1X	0.00047996
FBXO38	4.29e-16
SLC41A1	9.75e-17
MCOLN2	4.67e-09
ARHGAP10	8.56e-16
ETV1	1.69e-09
TMEM9B	1.87e-12
ZNF658	6.05e-07
ATP6V0D1	1.35e-08
S1PR4	2.66e-18
STAT6	3.89e-12
ASL	4.21e-07
ADCY7	2.65e-14
B3GNT7	8.32e-17
EREG	0.001302
KLRD1	1.33e-05
NCOA1	1.87e-15
KCNRG	1.04e-06
SPATA13	2.14e-24
MOCS1	1.47e-18
TBX21	2.86e-08
NAAA	1.98e-14
CCDC170	3.63e-07
DNAJC18	2.98e-17
MYH11	5.83e-11
CRYBG3	2.15e-11
CASP12	1.16e-22
ADPRH	1.23e-16
TMEM55A	5.78e-10
TMEM41B	8.84e-13
LAMC3	6.66e-16
MAFB	2.13e-07
NPHP3	2.87e-11
WBP2	6.11e-12
SLC11A1	6.83e-19
TAC1	0.00019087
ZNF559	2.6e-11
AASS	8.2e-07
TAPT1	5.79e-23
LPXN	9.03e-16
GABARAPL1	1.65e-13
CTDSP1	1.22e-17
LPAR1	8.12e-08
UBE2E2	2.21e-11
NAIP	1e-10
PRSS12	2.44e-07
KCNQ1	8.69e-14
ATP6V1B2	4.95e-10
il6st	5.88e-11
NDRG2	2.61e-09
MTERF2	3.96e-09
GAPT	1.79e-07
SIRT1	1.53e-08
DNAJB4	3.67e-06
CYBB	1.07e-11
EPHX1	0.00034355
NCOA4	3.66e-18
fosl1	0.0044835
TXNIP	1.09e-05
ANTXR2	8.65e-18
PLCL2	2.21e-11
osbpl6	4.56e-07
ATP10D	3.06e-06
PCF11	2.12e-23
SPPL2A	4.15e-13
AGBL2	1.79e-05
ULK2	4.01e-17
NLRC5	2.55e-06
ESYT3	2.51e-15
INPP5K	1.26e-25
ALDH3B1	1.52e-11
TSC1	4.1e-14
RPS6KA3	6.78e-10
DDX60	2.69e-06
PLA2G4C	1.84e-15
DDAH2	1.54e-11
LILRA2	4.45e-14
CAPN9	7.27e-06
RAB14	3.53e-21
PTGFR	9.24e-19
LYL1	9.82e-17
ZFYVE26	6.76e-12
SLC51B	1.87e-13
SLCO3A1	2.08e-09
PRX	1.66e-24
TUBB1	1.79e-16
TMTC1	2e-05
TP53INP2	9.38e-09
ELN	3.16e-09
FOLR3	5.42e-07
ZHX2	2.85e-14
LMCD1	7.5e-13
PMM1	4.24e-09
DDX3Y	8.15e-06
SOAT1	6.71e-12
SATB1	8.98e-14
FAM174B	5.09e-07
MAST3	4.31e-19
ZSWIM7	2.2e-20
CFAP52	6.56e-07
IQGAP2	1.19e-15
CAMP	1.66e-12
PHACTR3	0.023564
ABHD6	2.78e-14
LAMTOR3	9.84e-18
ATP2B4	9.98e-16
RAB11A	1.12e-12
PLXND1	1.15e-14
JADE1	5.88e-09
PRKD1	5.05e-15
PPP6C	2.48e-25
AVPI1	5.78e-08
SCML1	4.09e-10
VLDLR	1.97e-05
MFAP5	0.023951
REEP5	3.45e-19
RGS9	3.05e-17
TTC19	1.91e-15
CIRBP	4.01e-15
RGS5	1.06e-06
PPARGC1A	1.72e-11
N4BP2L2	1e-16
TECPR1	7.18e-18
FAM63B	2.46e-13
KBTBD8	4.87e-08
FGD4	1.37e-13
CSF2RA	6.93e-10
coro1a	0.00013615
TBC1D9	6.74e-13
HSPB3	4.66e-05
TCF4	7.8e-10
RNF166	4.59e-13
RADIL	1.4e-15
CHPT1	2.71e-09
scarf1	6.79e-27
PDE3B	1.54e-13
ARAP3	6.67e-23
PPP1R13B	1.55e-11
NXF3	2.62e-18
PLCB4	0.00063615
HCFC2	3.54e-18
NEDD4	1.5e-07
PDZRN3	3.35e-16
UTRN	2.39e-06
CTSF	4.42e-10
DSTN	1.49e-18
SLC25A20	1.95e-10
CEBPB	7.49e-12
CCDC78	3.09e-05
EVL	4.82e-11
NAP1L2	1.98e-06
MTMR9	8.36e-19
DOCK2	5.3e-16
ACACB	1.07e-21
SLC4A4	3.61e-13
FRMD4A	5.18e-12
SPRED1	5.34e-12
mgarp	2.2e-10
TBC1D4	2.62e-12
atg16l2	2.8e-20
TMEM108	1.5e-16
DCDC2	1.41e-15
GRASP	3.02e-18
UST	2.06e-10
SYDE2	8.33e-08
TBXAS1	1.92e-13
HACD1	1.96e-12
PEBP1	3.8e-11
ANKRD50	2.36e-11
CREBL2	6.11e-15
NOV	3.91e-05
CDC42EP2	2.16e-16
TSPO	7.41e-10
ZNF597	2.47e-15
PMP22	1.79e-24
ITPKC	0.00012459
NPC1	8.83e-21
PLA2G15	1.1e-10
SLC9A8	1.26e-15
CPNE2	1.06e-11
GAB1	7.52e-19
SLCO2B1	1.81e-08
EFEMP2	2.93e-09
TLR5	6.44e-10
RAB7B	2.63e-07
ACAA2	1.77e-18
GANC	1.36e-20
SPAG1	4.49e-06
WARS	4.46e-07
NACC2	1.05e-20
GPRIN3	1.54e-11
S100A9	0.010487
GFPT2	0.00046094
TUBA1A	8.01e-12
LATS2	8.47e-23
PIK3R1	2.89e-09
CNN3	9.98e-06
FZD4	1.39e-19
ADGRG2	1.65e-06
PLEKHM3	4.08e-13
NFKBIA	2.04e-14
ARID4A	3.2e-15
RALGAPA2	3.09e-14
RRAGD	5.97e-08
fam134b	5.5e-15
VTI1B	1.38e-16
CD14	7.47e-07
CCDC84	3.63e-13
APH1B	1.98e-20
SH3KBP1	4.55e-13
EPHA2	9.02e-05
GPR171	0.00097907
TAGLN	3.82e-06
MSRB3	2.16e-13
TCTA	2.99e-16
WDR63	1.25e-06
GUCY1B3	4.38e-11
SECTM1	1.66e-07
NR2F2	1.59e-12
SKI	2.82e-12
SFXN3	1.59e-13
GPR4	7.21e-13
MDH1B	6.91e-06
ADH1C	0.00023687
ar	5.71e-12
ARHGAP20	1.99e-14
IL15RA	1.91e-10
ELF3	0.0015884
GJA1	8.11e-07
HEBP1	1.08e-15
CD101	1.97e-13
WWC1	7.65e-21
VAT1	4.27e-18
RFTN1	3.83e-27
SH3RF3	6.8e-10
MCOLN1	1.45e-15
IGFBP4	2.54e-06
NPDC1	1.51e-08
MARCH2	1.65e-08
PPP1R15B	2.52e-11
GPR183	0.00014075
ENPP5	1.89e-06
LSP1	1.08e-08
PCDHB7	2.33e-09
c3orf70	5.54e-12
CD86	2.14e-08
BCL6	3.15e-11
EIF1	1.05e-22
SSBP2	7.96e-21
RYR2	1.15e-26
CRYL1	8.56e-16
MYOM2	1.81e-12
SNX2	7.16e-28
TMTC2	1.34e-09
CTNNBIP1	2.23e-12
ARRDC3	9.56e-09
BMX	1.14e-06
CD151	3.19e-10
PPP1R3C	1.5e-10
STX3	1.24e-18
NFIB	2.86e-10
TMEM56	1.42e-09
MAML2	5.18e-15
ZMYND15	5.77e-16
CMPK2	7.79e-06
ACER3	1.35e-16
RBMS1	4.56e-15
REL	1.25e-08
GSPT2	1.49e-07
ADAMTS9	2.45e-12
SHISA2	0.013377
EDEM1	9.96e-14
ZSWIM6	5.48e-13
STK17A	1.8e-11
